day,code,rps,order,capex,margin,discovery,fwd1,fwd3,fwd6,disc_q,state,lc_score,ev_score,ms_score,ex_score,rpi,rpi_q,n_green,n_red,ev,unconfirmed,exec,growth_ra,recovery_ra
20220104,300720,8.870967741935484,1.0,1.0,1.0,1.0,-0.0872434017595308,-0.1568914956011731,-0.0346569083671048,high,L1,0.7,1.0,0.9112903225806452,1.0,0.862258064516129,Q5高,3,0,1.0,0.9112903225806451,1.0,0.9733870967741935,0.682258064516129
20220104,688139,9.433962264150944,1.0,1.0,1.0,1.0,-0.1346306143228872,-0.1969679828034846,-0.1646142876636923,high,L1,0.7,1.0,0.9056603773584906,1.0,0.8611320754716981,Q5高,3,0,1.0,0.9056603773584906,1.0,0.9716981132075471,0.6811320754716981
20220104,002064,9.523809523809524,1.0,1.0,1.0,1.0,-0.0738636363636362,-0.1448863636363635,-0.1713734866037846,high,L1,0.7,1.0,0.9047619047619048,1.0,0.8609523809523809,Q5高,3,0,1.0,0.9047619047619048,1.0,0.9714285714285713,0.680952380952381
20220104,300503,9.67741935483871,1.0,1.0,1.0,1.0,-0.1179071481208549,-0.2070744288872512,-0.1245394252026529,high,L1,0.7,1.0,0.9032258064516128,1.0,0.8606451612903225,Q5高,3,0,1.0,0.9032258064516129,1.0,0.9709677419354839,0.6806451612903226
20220104,300642,10.69182389937107,1.0,1.0,1.0,1.0,-0.1088825214899713,-0.1276663482967207,-0.2555379867103229,high,L1,0.7,1.0,0.8930817610062893,1.0,0.8586163522012579,Q5高,3,0,1.0,0.8930817610062893,1.0,0.9679245283018867,0.6786163522012578
20220104,600075,11.11111111111111,1.0,1.0,1.0,1.0,-0.1256038647342996,-0.1256038647342996,-0.2206416283092287,high,L1,0.7,1.0,0.8888888888888888,1.0,0.8577777777777778,Q5高,3,0,1.0,0.8888888888888888,1.0,0.9666666666666666,0.6777777777777778
20220104,002287,11.320754716981131,1.0,1.0,1.0,1.0,-0.1726342710997442,-0.112851662404092,-0.1841432225063939,high,L1,0.7,1.0,0.8867924528301887,1.0,0.8573584905660377,Q5高,3,0,1.0,0.8867924528301887,1.0,0.9660377358490566,0.6773584905660377
20220104,600189,11.864406779661016,1.0,1.0,1.0,1.0,-0.0864661654135339,-0.1879699248120301,-0.175438596491228,high,L1,0.7,1.0,0.8813559322033898,1.0,0.8562711864406779,Q5高,3,0,1.0,0.8813559322033898,1.0,0.964406779661017,0.676271186440678
20220505,300677,0.5649717514124294,1.0,1.0,1.0,1.0,-0.0518982932776035,-0.0208396246610448,-0.0666908982545977,high,L1,0.7,1.0,0.9943502824858758,1.0,0.8788700564971751,Q5高,3,0,1.0,0.9943502824858758,1.0,0.9983050847457626,0.6988700564971752
20220505,600201,2.941176470588235,1.0,1.0,1.0,1.0,0.021608643457383,0.0173337588030799,0.0489355243095077,high,L1,0.7,1.0,0.9705882352941176,1.0,0.8741176470588234,Q5高,3,0,1.0,0.9705882352941176,1.0,0.9911764705882351,0.6941176470588235
20220505,002651,5.263157894736842,1.0,1.0,1.0,1.0,0.200626959247649,0.3659654402901642,0.0638164028066254,high,L1,0.7,1.0,0.9473684210526316,1.0,0.8694736842105263,Q5高,3,0,1.0,0.9473684210526316,1.0,0.9842105263157894,0.6894736842105263
20220505,688518,5.511811023622047,1.0,1.0,1.0,1.0,0.2675496688741721,0.6523272840460659,0.6098008981832179,high,L1,0.7,1.0,0.9448818897637796,1.0,0.8689763779527558,Q5高,3,0,1.0,0.9448818897637795,1.0,0.9834645669291338,0.6889763779527559
20220505,688468,6.779661016949152,1.0,1.0,1.0,1.0,0.1087751371115175,0.0375789757990114,0.2293458043618645,high,L1,0.7,1.0,0.9322033898305084,1.0,0.8664406779661017,Q5高,3,0,1.0,0.9322033898305084,1.0,0.9796610169491524,0.6864406779661016
